route_long_name,route_short_name,service_id,hour_of_day,trips_per_hour
CASTLEFIELD,164,4,10,6
CASTLEFIELD,164,4,11,6
CASTLEFIELD,164,4,12,5
CASTLEFIELD,164,4,13,4
CASTLEFIELD,164,4,14,4
CASTLEFIELD,164,4,15,4
CASTLEFIELD,164,4,16,4
CASTLEFIELD,164,4,17,4
CASTLEFIELD,164,4,18,4
CASTLEFIELD,164,4,19,4
CASTLEFIELD,164,4,20,6
CASTLEFIELD,164,4,21,6
CASTLEFIELD,164,4,22,8
CASTLEFIELD,164,4,23,6
CASTLEFIELD,164,4,24,6
CASTLEFIELD,164,4,25,2
WESTON RD NORTH,165,1,4,1
WESTON RD NORTH,165,1,5,25
WESTON RD NORTH,165,1,6,42
WESTON RD NORTH,165,1,7,40
WESTON RD NORTH,165,1,8,41
WESTON RD NORTH,165,1,9,36
WESTON RD NORTH,165,1,10,27
WESTON RD NORTH,165,1,11,25
WESTON RD NORTH,165,1,12,25
WESTON RD NORTH,165,1,13,28
WESTON RD NORTH,165,1,14,33
WESTON RD NORTH,165,1,15,36
WESTON RD NORTH,165,1,16,38
WESTON RD NORTH,165,1,17,36
WESTON RD NORTH,165,1,18,36
WESTON RD NORTH,165,1,19,34
WESTON RD NORTH,165,1,20,25
WESTON RD NORTH,165,1,21,24
WESTON RD NORTH,165,1,22,26
WESTON RD NORTH,165,1,23,22
WESTON RD NORTH,165,1,24,22
WESTON RD NORTH,165,1,25,19
WESTON RD NORTH,165,1,26,10
WESTON RD NORTH,165,2,5,7
WESTON RD NORTH,165,2,6,20
WESTON RD NORTH,165,2,7,23
WESTON RD NORTH,165,2,8,23
WESTON RD NORTH,165,2,9,27
WESTON RD NORTH,165,2,10,30
WESTON RD NORTH,165,2,11,29
WESTON RD NORTH,165,2,12,38
WESTON RD NORTH,165,2,13,42
WESTON RD NORTH,165,2,14,41
WESTON RD NORTH,165,2,15,41
WESTON RD NORTH,165,2,16,41
WESTON RD NORTH,165,2,17,41
WESTON RD NORTH,165,2,18,43
WESTON RD NORTH,165,2,19,40
WESTON RD NORTH,165,2,20,32
WESTON RD NORTH,165,2,21,32
WESTON RD NORTH,165,2,22,27
WESTON RD NORTH,165,2,23,21
WESTON RD NORTH,165,2,24,21
WESTON RD NORTH,165,2,25,19
WESTON RD NORTH,165,2,26,10
WESTON RD NORTH,165,3,6,1
WESTON RD NORTH,165,3,7,13
WESTON RD NORTH,165,3,8,25
WESTON RD NORTH,165,3,9,26
WESTON RD NORTH,165,3,10,25
WESTON RD NORTH,165,3,11,26
WESTON RD NORTH,165,3,12,29
WESTON RD NORTH,165,3,13,31
WESTON RD NORTH,165,3,14,31
WESTON RD NORTH,165,3,15,31
WESTON RD NORTH,165,3,16,31
WESTON RD NORTH,165,3,17,31
WESTON RD NORTH,165,3,18,31
WESTON RD NORTH,165,3,19,31
WESTON RD NORTH,165,3,20,25
WESTON RD NORTH,165,3,21,24
WESTON RD NORTH,165,3,22,27
WESTON RD NORTH,165,3,23,21
WESTON RD NORTH,165,3,24,21
WESTON RD NORTH,165,3,25,19
WESTON RD NORTH,165,3,26,10
WESTON RD NORTH,165,4,5,1
WESTON RD NORTH,165,4,6,9
WESTON RD NORTH,165,4,7,17
WESTON RD NORTH,165,4,8,25
WESTON RD NORTH,165,4,9,26
WESTON RD NORTH,165,4,10,25
WESTON RD NORTH,165,4,11,26
WESTON RD NORTH,165,4,12,29
WESTON RD NORTH,165,4,13,31
WESTON RD NORTH,165,4,14,31
WESTON RD NORTH,165,4,15,31
WESTON RD NORTH,165,4,16,31
WESTON RD NORTH,165,4,17,31
WESTON RD NORTH,165,4,18,31
WESTON RD NORTH,165,4,19,31
WESTON RD NORTH,165,4,20,25
WESTON RD NORTH,165,4,21,24
WESTON RD NORTH,165,4,22,27
WESTON RD NORTH,165,4,23,21
WESTON RD NORTH,165,4,24,21
WESTON RD NORTH,165,4,25,19
WESTON RD NORTH,165,4,26,10
WESTON RD NORTH,165,401,14,1
WESTON RD NORTH,165,401,15,2
PHARMACY NORTH,167,1,5,2
PHARMACY NORTH,167,1,6,4
PHARMACY NORTH,167,1,7,4
PHARMACY NORTH,167,1,8,4
PHARMACY NORTH,167,1,9,4
PHARMACY NORTH,167,1,10,4
PHARMACY NORTH,167,1,11,4
PHARMACY NORTH,167,1,12,4
PHARMACY NORTH,167,1,13,4
PHARMACY NORTH,167,1,14,4
PHARMACY NORTH,167,1,15,4
PHARMACY NORTH,167,1,16,4
PHARMACY NORTH,167,1,17,4
PHARMACY NORTH,167,1,18,4
PHARMACY NORTH,167,1,19,4
PHARMACY NORTH,167,1,20,4
PHARMACY NORTH,167,1,21,4
PHARMACY NORTH,167,1,22,4
PHARMACY NORTH,167,1,23,4
PHARMACY NORTH,167,1,24,4
PHARMACY NORTH,167,1,25,3
PHARMACY NORTH,167,2,5,2
PHARMACY NORTH,167,2,6,4
PHARMACY NORTH,167,2,7,4
PHARMACY NORTH,167,2,8,4
PHARMACY NORTH,167,2,9,4
PHARMACY NORTH,167,2,10,4
PHARMACY NORTH,167,2,11,4
PHARMACY NORTH,167,2,12,4
PHARMACY NORTH,167,2,13,4
PHARMACY NORTH,167,2,14,4
PHARMACY NORTH,167,2,15,4
PHARMACY NORTH,167,2,16,4
PHARMACY NORTH,167,2,17,4
PHARMACY NORTH,167,2,18,4
PHARMACY NORTH,167,2,19,4
PHARMACY NORTH,167,2,20,4
PHARMACY NORTH,167,2,21,4
PHARMACY NORTH,167,2,22,3
PHARMACY NORTH,167,401,15,1
SYMINGTON,168,1,4,2
SYMINGTON,168,1,5,8
SYMINGTON,168,1,6,14
SYMINGTON,168,1,7,14
SYMINGTON,168,1,8,15
SYMINGTON,168,1,9,14
SYMINGTON,168,1,10,12
SYMINGTON,168,1,11,12
SYMINGTON,168,1,12,12
SYMINGTON,168,1,13,12
SYMINGTON,168,1,14,14
SYMINGTON,168,1,15,15
SYMINGTON,168,1,16,15
SYMINGTON,168,1,17,15
SYMINGTON,168,1,18,14
SYMINGTON,168,1,19,12
SYMINGTON,168,1,20,12
SYMINGTON,168,1,21,10
SYMINGTON,168,1,22,9
SYMINGTON,168,1,23,8
SYMINGTON,168,1,24,8
SYMINGTON,168,1,25,6
SYMINGTON,168,1,26,5
SYMINGTON,168,2,5,4
SYMINGTON,168,2,6,6
SYMINGTON,168,2,7,8
SYMINGTON,168,2,8,9
SYMINGTON,168,2,9,9
SYMINGTON,168,2,10,9
SYMINGTON,168,2,11,10
SYMINGTON,168,2,12,14
SYMINGTON,168,2,13,16
SYMINGTON,168,2,14,16
SYMINGTON,168,2,15,16
SYMINGTON,168,2,16,16
SYMINGTON,168,2,17,16
SYMINGTON,168,2,18,16
SYMINGTON,168,2,19,13
SYMINGTON,168,2,20,8
SYMINGTON,168,2,21,7
SYMINGTON,168,2,22,7
SYMINGTON,168,2,23,8
SYMINGTON,168,2,24,8
SYMINGTON,168,2,25,6
SYMINGTON,168,2,26,5
SYMINGTON,168,3,5,3
SYMINGTON,168,3,6,6
SYMINGTON,168,3,7,8
SYMINGTON,168,3,8,8
SYMINGTON,168,3,9,9
SYMINGTON,168,3,10,9
SYMINGTON,168,3,11,10
SYMINGTON,168,3,12,13
SYMINGTON,168,3,13,15
SYMINGTON,168,3,14,15
SYMINGTON,168,3,15,15
SYMINGTON,168,3,16,15
SYMINGTON,168,3,17,15
SYMINGTON,168,3,18,14
SYMINGTON,168,3,19,11
SYMINGTON,168,3,20,8
SYMINGTON,168,3,21,8
SYMINGTON,168,3,22,8
SYMINGTON,168,3,23,8
SYMINGTON,168,3,24,8
SYMINGTON,168,3,25,6
SYMINGTON,168,3,26,5
SYMINGTON,168,4,5,4
SYMINGTON,168,4,6,6
SYMINGTON,168,4,7,9
SYMINGTON,168,4,8,10
SYMINGTON,168,4,9,9
SYMINGTON,168,4,10,9
SYMINGTON,168,4,11,10
SYMINGTON,168,4,12,13
SYMINGTON,168,4,13,15
SYMINGTON,168,4,14,15
SYMINGTON,168,4,15,15
SYMINGTON,168,4,16,15
SYMINGTON,168,4,17,15
SYMINGTON,168,4,18,14
SYMINGTON,168,4,19,11
SYMINGTON,168,4,20,8
SYMINGTON,168,4,21,8
SYMINGTON,168,4,22,8
SYMINGTON,168,4,23,8
SYMINGTON,168,4,24,7
SYMINGTON,168,4,25,6
SYMINGTON,168,4,26,5
HUNTINGWOOD,169,1,5,3
HUNTINGWOOD,169,1,6,6
HUNTINGWOOD,169,1,7,6
HUNTINGWOOD,169,1,8,6
HUNTINGWOOD,169,1,9,6
HUNTINGWOOD,169,1,10,6
HUNTINGWOOD,169,1,11,6
HUNTINGWOOD,169,1,12,6
HUNTINGWOOD,169,1,13,6
HUNTINGWOOD,169,1,14,6
HUNTINGWOOD,169,1,15,6
HUNTINGWOOD,169,1,16,6
HUNTINGWOOD,169,1,17,6
HUNTINGWOOD,169,1,18,6
HUNTINGWOOD,169,1,19,6
HUNTINGWOOD,169,1,20,6
HUNTINGWOOD,169,1,21,6
HUNTINGWOOD,169,1,22,6
HUNTINGWOOD,169,1,23,6
HUNTINGWOOD,169,1,24,6
HUNTINGWOOD,169,1,25,4
HUNTINGWOOD,169,2,5,1
HUNTINGWOOD,169,2,6,5
HUNTINGWOOD,169,2,7,6
HUNTINGWOOD,169,2,8,6
HUNTINGWOOD,169,2,9,6
HUNTINGWOOD,169,2,10,6
HUNTINGWOOD,169,2,11,6
HUNTINGWOOD,169,2,12,6
HUNTINGWOOD,169,2,13,6
HUNTINGWOOD,169,2,14,6
HUNTINGWOOD,169,2,15,6
HUNTINGWOOD,169,2,16,6
HUNTINGWOOD,169,2,17,6
HUNTINGWOOD,169,2,18,6
HUNTINGWOOD,169,2,19,6
HUNTINGWOOD,169,2,20,6
HUNTINGWOOD,169,2,21,6
HUNTINGWOOD,169,2,22,4
HUNTINGWOOD,169,3,7,1
HUNTINGWOOD,169,3,8,5
HUNTINGWOOD,169,3,9,6
HUNTINGWOOD,169,3,10,6
HUNTINGWOOD,169,3,11,6
HUNTINGWOOD,169,3,12,6
HUNTINGWOOD,169,3,13,6
HUNTINGWOOD,169,3,14,6
HUNTINGWOOD,169,3,15,6
HUNTINGWOOD,169,3,16,6
HUNTINGWOOD,169,3,17,6
HUNTINGWOOD,169,3,18,6
HUNTINGWOOD,169,3,19,6
HUNTINGWOOD,169,3,20,6
HUNTINGWOOD,169,3,21,6
HUNTINGWOOD,169,3,22,4
HUNTINGWOOD,169,4,6,3
HUNTINGWOOD,169,4,7,6
HUNTINGWOOD,169,4,8,6
HUNTINGWOOD,169,4,9,6
HUNTINGWOOD,169,4,10,6
HUNTINGWOOD,169,4,11,6
HUNTINGWOOD,169,4,12,6
HUNTINGWOOD,169,4,13,6
HUNTINGWOOD,169,4,14,6
HUNTINGWOOD,169,4,15,6
HUNTINGWOOD,169,4,16,6
HUNTINGWOOD,169,4,17,6
HUNTINGWOOD,169,4,18,6
HUNTINGWOOD,169,4,19,6
HUNTINGWOOD,169,4,20,6
HUNTINGWOOD,169,4,21,6
HUNTINGWOOD,169,4,22,4
BIRCHMOUNT,17,1,5,14
BIRCHMOUNT,17,1,6,20
BIRCHMOUNT,17,1,7,21
BIRCHMOUNT,17,1,8,21
BIRCHMOUNT,17,1,9,19
BIRCHMOUNT,17,1,10,14
BIRCHMOUNT,17,1,11,12
BIRCHMOUNT,17,1,12,11
BIRCHMOUNT,17,1,13,10
BIRCHMOUNT,17,1,14,13
BIRCHMOUNT,17,1,15,21
BIRCHMOUNT,17,1,16,22
BIRCHMOUNT,17,1,17,22
BIRCHMOUNT,17,1,18,21
BIRCHMOUNT,17,1,19,15
BIRCHMOUNT,17,1,20,10
BIRCHMOUNT,17,1,21,9
BIRCHMOUNT,17,1,22,10
BIRCHMOUNT,17,1,23,9
BIRCHMOUNT,17,1,24,8
BIRCHMOUNT,17,1,25,8
BIRCHMOUNT,17,1,26,4
BIRCHMOUNT,17,2,5,3
BIRCHMOUNT,17,2,6,6
BIRCHMOUNT,17,2,7,7
BIRCHMOUNT,17,2,8,8
BIRCHMOUNT,17,2,9,9
BIRCHMOUNT,17,2,10,8
BIRCHMOUNT,17,2,11,10
BIRCHMOUNT,17,2,12,10
BIRCHMOUNT,17,2,13,10
BIRCHMOUNT,17,2,14,10
BIRCHMOUNT,17,2,15,10
BIRCHMOUNT,17,2,16,10
BIRCHMOUNT,17,2,17,10
BIRCHMOUNT,17,2,18,9
BIRCHMOUNT,17,2,19,8
BIRCHMOUNT,17,2,20,7
BIRCHMOUNT,17,2,21,7
BIRCHMOUNT,17,2,22,7
BIRCHMOUNT,17,2,23,7
BIRCHMOUNT,17,2,24,6
BIRCHMOUNT,17,2,25,7
BIRCHMOUNT,17,2,26,4
BIRCHMOUNT,17,3,7,3
BIRCHMOUNT,17,3,8,7
BIRCHMOUNT,17,3,9,7
BIRCHMOUNT,17,3,10,7
BIRCHMOUNT,17,3,11,7
BIRCHMOUNT,17,3,12,8
BIRCHMOUNT,17,3,13,9
BIRCHMOUNT,17,3,14,10
BIRCHMOUNT,17,3,15,9
BIRCHMOUNT,17,3,16,8
BIRCHMOUNT,17,3,17,10
BIRCHMOUNT,17,3,18,9
BIRCHMOUNT,17,3,19,7
BIRCHMOUNT,17,3,20,8
BIRCHMOUNT,17,3,21,7
BIRCHMOUNT,17,3,22,7
BIRCHMOUNT,17,3,23,8
BIRCHMOUNT,17,3,24,7
BIRCHMOUNT,17,3,25,7
BIRCHMOUNT,17,3,26,4
BIRCHMOUNT,17,4,5,1
BIRCHMOUNT,17,4,6,4
BIRCHMOUNT,17,4,7,8
BIRCHMOUNT,17,4,8,7
BIRCHMOUNT,17,4,9,7
BIRCHMOUNT,17,4,10,7
BIRCHMOUNT,17,4,11,7
BIRCHMOUNT,17,4,12,8
BIRCHMOUNT,17,4,13,9
BIRCHMOUNT,17,4,14,10
BIRCHMOUNT,17,4,15,9
BIRCHMOUNT,17,4,16,8
BIRCHMOUNT,17,4,17,10
BIRCHMOUNT,17,4,18,9
BIRCHMOUNT,17,4,19,7
BIRCHMOUNT,17,4,20,8
BIRCHMOUNT,17,4,21,7
BIRCHMOUNT,17,4,22,7
BIRCHMOUNT,17,4,23,8
BIRCHMOUNT,17,4,24,7
BIRCHMOUNT,17,4,25,7
BIRCHMOUNT,17,4,26,4
BIRCHMOUNT,17,401,15,1
BIRCHMOUNT,17,501,24,1
MOUNT DENNIS,171,1,3,1
MOUNT DENNIS,171,1,4,7
MOUNT DENNIS,171,1,5,8
MOUNT DENNIS,171,1,6,8
MOUNT DENNIS,171,1,7,7
MOUNT DENNIS,171,1,8,6
MOUNT DENNIS,171,1,9,6
MOUNT DENNIS,171,1,10,7
MOUNT DENNIS,171,1,11,6
MOUNT DENNIS,171,1,12,7
MOUNT DENNIS,171,1,13,6
MOUNT DENNIS,171,1,14,6
MOUNT DENNIS,171,1,15,6
MOUNT DENNIS,171,1,16,6
MOUNT DENNIS,171,1,17,6
MOUNT DENNIS,171,1,18,6
MOUNT DENNIS,171,1,19,8
MOUNT DENNIS,171,1,20,8
MOUNT DENNIS,171,1,21,8
MOUNT DENNIS,171,1,22,8
MOUNT DENNIS,171,1,23,8
MOUNT DENNIS,171,1,24,8
MOUNT DENNIS,171,1,25,3
MOUNT DENNIS,171,2,3,1
MOUNT DENNIS,171,2,4,6
MOUNT DENNIS,171,2,5,7
MOUNT DENNIS,171,2,6,8
MOUNT DENNIS,171,2,7,7
MOUNT DENNIS,171,2,8,7
MOUNT DENNIS,171,2,9,8
MOUNT DENNIS,171,2,10,8
MOUNT DENNIS,171,2,11,8
MOUNT DENNIS,171,2,12,8
MOUNT DENNIS,171,2,13,8
MOUNT DENNIS,171,2,14,7
MOUNT DENNIS,171,2,15,6
MOUNT DENNIS,171,2,16,8
MOUNT DENNIS,171,2,17,7
MOUNT DENNIS,171,2,18,7
MOUNT DENNIS,171,2,19,8
MOUNT DENNIS,171,2,20,8
MOUNT DENNIS,171,2,21,8
MOUNT DENNIS,171,2,22,8
MOUNT DENNIS,171,2,23,8
MOUNT DENNIS,171,2,24,8
MOUNT DENNIS,171,2,25,3
MOUNT DENNIS,171,3,3,1
MOUNT DENNIS,171,3,4,6
MOUNT DENNIS,171,3,5,7
MOUNT DENNIS,171,3,6,8
MOUNT DENNIS,171,3,7,9
MOUNT DENNIS,171,3,8,8
MOUNT DENNIS,171,3,9,8
MOUNT DENNIS,171,3,10,8
MOUNT DENNIS,171,3,11,8
MOUNT DENNIS,171,3,12,8
MOUNT DENNIS,171,3,13,8
MOUNT DENNIS,171,3,14,8
MOUNT DENNIS,171,3,15,8
MOUNT DENNIS,171,3,16,8
MOUNT DENNIS,171,3,17,8
MOUNT DENNIS,171,3,18,8
MOUNT DENNIS,171,3,19,10
MOUNT DENNIS,171,3,20,8
MOUNT DENNIS,171,3,21,8
MOUNT DENNIS,171,3,22,8
MOUNT DENNIS,171,3,23,8
MOUNT DENNIS,171,3,24,8
MOUNT DENNIS,171,3,25,3
MOUNT DENNIS,171,4,3,1
MOUNT DENNIS,171,4,4,6
MOUNT DENNIS,171,4,5,7
MOUNT DENNIS,171,4,6,8
MOUNT DENNIS,171,4,7,9
MOUNT DENNIS,171,4,8,8
MOUNT DENNIS,171,4,9,8
MOUNT DENNIS,171,4,10,8
MOUNT DENNIS,171,4,11,8
MOUNT DENNIS,171,4,12,8
MOUNT DENNIS,171,4,13,8
MOUNT DENNIS,171,4,14,8
MOUNT DENNIS,171,4,15,8
MOUNT DENNIS,171,4,16,8
MOUNT DENNIS,171,4,17,8
MOUNT DENNIS,171,4,18,8
MOUNT DENNIS,171,4,19,10
MOUNT DENNIS,171,4,20,8
MOUNT DENNIS,171,4,21,8
MOUNT DENNIS,171,4,22,8
MOUNT DENNIS,171,4,23,8
MOUNT DENNIS,171,4,24,8
MOUNT DENNIS,171,4,25,3
ANCASTER PARK,184,1,6,3
ANCASTER PARK,184,1,7,6
ANCASTER PARK,184,1,8,5
ANCASTER PARK,184,1,9,5
ANCASTER PARK,184,1,10,5
ANCASTER PARK,184,1,11,6
ANCASTER PARK,184,1,12,5
ANCASTER PARK,184,1,13,5
ANCASTER PARK,184,1,14,5
ANCASTER PARK,184,1,15,5
ANCASTER PARK,184,1,16,5
ANCASTER PARK,184,1,17,5
ANCASTER PARK,184,1,18,5
ANCASTER PARK,184,1,19,5
ANCASTER PARK,184,1,20,7
ANCASTER PARK,184,1,21,7
ANCASTER PARK,184,1,22,6
ANCASTER PARK,184,1,23,7
ANCASTER PARK,184,1,24,6
ANCASTER PARK,184,1,25,4
ANCASTER PARK,184,2,6,6
ANCASTER PARK,184,2,7,6
ANCASTER PARK,184,2,8,6
ANCASTER PARK,184,2,9,5
ANCASTER PARK,184,2,10,6
ANCASTER PARK,184,2,11,5
ANCASTER PARK,184,2,12,6
ANCASTER PARK,184,2,13,7
ANCASTER PARK,184,2,14,7
ANCASTER PARK,184,2,15,7
ANCASTER PARK,184,2,16,7
ANCASTER PARK,184,2,17,7
ANCASTER PARK,184,2,18,7
ANCASTER PARK,184,2,19,7
ANCASTER PARK,184,2,20,6
ANCASTER PARK,184,2,21,6
ANCASTER PARK,184,2,22,6
ANCASTER PARK,184,2,23,6
ANCASTER PARK,184,2,24,5
ANCASTER PARK,184,2,25,2
ANCASTER PARK,184,3,8,6
ANCASTER PARK,184,3,9,5
ANCASTER PARK,184,3,10,6
ANCASTER PARK,184,3,11,5
ANCASTER PARK,184,3,12,5
ANCASTER PARK,184,3,13,6
ANCASTER PARK,184,3,14,5
ANCASTER PARK,184,3,15,5
ANCASTER PARK,184,3,16,6
ANCASTER PARK,184,3,17,5
ANCASTER PARK,184,3,18,5
ANCASTER PARK,184,3,19,6
ANCASTER PARK,184,3,20,6
ANCASTER PARK,184,3,21,6
ANCASTER PARK,184,3,22,7
ANCASTER PARK,184,3,23,6
ANCASTER PARK,184,3,24,5
ANCASTER PARK,184,3,25,2
ANCASTER PARK,184,4,6,1
ANCASTER PARK,184,4,7,6
ANCASTER PARK,184,4,8,6
ANCASTER PARK,184,4,9,5
ANCASTER PARK,184,4,10,6
ANCASTER PARK,184,4,11,5
ANCASTER PARK,184,4,12,5
ANCASTER PARK,184,4,13,6
ANCASTER PARK,184,4,14,5
ANCASTER PARK,184,4,15,5
ANCASTER PARK,184,4,16,6
ANCASTER PARK,184,4,17,5
ANCASTER PARK,184,4,18,5
ANCASTER PARK,184,4,19,6
ANCASTER PARK,184,4,20,6
ANCASTER PARK,184,4,21,6
ANCASTER PARK,184,4,22,7
ANCASTER PARK,184,4,23,6
ANCASTER PARK,184,4,24,5
ANCASTER PARK,184,4,25,2
SHEPPARD CENTRAL,185,1,5,5
SHEPPARD CENTRAL,185,1,6,8
SHEPPARD CENTRAL,185,1,7,6
SHEPPARD CENTRAL,185,1,8,6
SHEPPARD CENTRAL,185,1,9,6
SHEPPARD CENTRAL,185,1,10,8
SHEPPARD CENTRAL,185,1,11,6
SHEPPARD CENTRAL,185,1,12,6
SHEPPARD CENTRAL,185,1,13,6
SHEPPARD CENTRAL,185,1,14,6
SHEPPARD CENTRAL,185,1,15,8
SHEPPARD CENTRAL,185,1,16,6
SHEPPARD CENTRAL,185,1,17,6
SHEPPARD CENTRAL,185,1,18,6
SHEPPARD CENTRAL,185,1,19,8
SHEPPARD CENTRAL,185,1,20,8
SHEPPARD CENTRAL,185,1,21,8
SHEPPARD CENTRAL,185,1,22,8
SHEPPARD CENTRAL,185,1,23,8
SHEPPARD CENTRAL,185,1,24,8
SHEPPARD CENTRAL,185,1,25,6
SHEPPARD CENTRAL,185,1,26,2
SHEPPARD CENTRAL,185,2,5,3
SHEPPARD CENTRAL,185,2,6,8
SHEPPARD CENTRAL,185,2,7,8
SHEPPARD CENTRAL,185,2,8,7
SHEPPARD CENTRAL,185,2,9,7
SHEPPARD CENTRAL,185,2,10,7
SHEPPARD CENTRAL,185,2,11,7
SHEPPARD CENTRAL,185,2,12,6
SHEPPARD CENTRAL,185,2,13,6
SHEPPARD CENTRAL,185,2,14,6
SHEPPARD CENTRAL,185,2,15,8
SHEPPARD CENTRAL,185,2,16,6
SHEPPARD CENTRAL,185,2,17,6
SHEPPARD CENTRAL,185,2,18,6
SHEPPARD CENTRAL,185,2,19,8
SHEPPARD CENTRAL,185,2,20,8
SHEPPARD CENTRAL,185,2,21,8
SHEPPARD CENTRAL,185,2,22,8
SHEPPARD CENTRAL,185,2,23,8
SHEPPARD CENTRAL,185,2,24,8
SHEPPARD CENTRAL,185,2,25,6
SHEPPARD CENTRAL,185,2,26,3
SHEPPARD CENTRAL,185,3,8,6
SHEPPARD CENTRAL,185,3,9,7
SHEPPARD CENTRAL,185,3,10,7
SHEPPARD CENTRAL,185,3,11,8
SHEPPARD CENTRAL,185,3,12,8
SHEPPARD CENTRAL,185,3,13,6
SHEPPARD CENTRAL,185,3,14,8
SHEPPARD CENTRAL,185,3,15,8
SHEPPARD CENTRAL,185,3,16,6
SHEPPARD CENTRAL,185,3,17,7
SHEPPARD CENTRAL,185,3,18,8
SHEPPARD CENTRAL,185,3,19,8
SHEPPARD CENTRAL,185,3,20,8
SHEPPARD CENTRAL,185,3,21,8
SHEPPARD CENTRAL,185,3,22,8
SHEPPARD CENTRAL,185,3,23,8
SHEPPARD CENTRAL,185,3,24,8
SHEPPARD CENTRAL,185,3,25,6
SHEPPARD CENTRAL,185,3,26,2
SHEPPARD CENTRAL,185,4,5,3
SHEPPARD CENTRAL,185,4,6,8
SHEPPARD CENTRAL,185,4,7,8
SHEPPARD CENTRAL,185,4,8,7
SHEPPARD CENTRAL,185,4,9,7
SHEPPARD CENTRAL,185,4,10,7
SHEPPARD CENTRAL,185,4,11,8
SHEPPARD CENTRAL,185,4,12,8
SHEPPARD CENTRAL,185,4,13,6
SHEPPARD CENTRAL,185,4,14,8
SHEPPARD CENTRAL,185,4,15,8
SHEPPARD CENTRAL,185,4,16,6
SHEPPARD CENTRAL,185,4,17,7
SHEPPARD CENTRAL,185,4,18,8
SHEPPARD CENTRAL,185,4,19,8
SHEPPARD CENTRAL,185,4,20,8
SHEPPARD CENTRAL,185,4,21,8
SHEPPARD CENTRAL,185,4,22,8
SHEPPARD CENTRAL,185,4,23,8
SHEPPARD CENTRAL,185,4,24,8
SHEPPARD CENTRAL,185,4,25,6
SHEPPARD CENTRAL,185,4,26,2
STOCKYARDS,189,1,5,3
STOCKYARDS,189,1,6,6
STOCKYARDS,189,1,7,8
STOCKYARDS,189,1,8,6
STOCKYARDS,189,1,9,8
STOCKYARDS,189,1,10,6
STOCKYARDS,189,1,11,7
STOCKYARDS,189,1,12,6
STOCKYARDS,189,1,13,6
STOCKYARDS,189,1,14,8
STOCKYARDS,189,1,15,6
STOCKYARDS,189,1,16,6
STOCKYARDS,189,1,17,6
STOCKYARDS,189,1,18,7
STOCKYARDS,189,1,19,5
STOCKYARDS,189,1,20,5
STOCKYARDS,189,1,21,6
STOCKYARDS,189,1,22,6
STOCKYARDS,189,1,23,6
STOCKYARDS,189,1,24,5
STOCKYARDS,189,1,25,3
STOCKYARDS,189,2,5,2
STOCKYARDS,189,2,6,6
STOCKYARDS,189,2,7,5
STOCKYARDS,189,2,8,5
STOCKYARDS,189,2,9,7
STOCKYARDS,189,2,10,7
STOCKYARDS,189,2,11,6
STOCKYARDS,189,2,12,6
STOCKYARDS,189,2,13,7
STOCKYARDS,189,2,14,6
STOCKYARDS,189,2,15,6
STOCKYARDS,189,2,16,6
STOCKYARDS,189,2,17,6
STOCKYARDS,189,2,18,8
STOCKYARDS,189,2,19,7
STOCKYARDS,189,2,20,6
STOCKYARDS,189,2,21,9
STOCKYARDS,189,2,22,7
STOCKYARDS,189,2,23,6
STOCKYARDS,189,2,24,5
STOCKYARDS,189,2,25,3
STOCKYARDS,189,3,7,2
STOCKYARDS,189,3,8,8
STOCKYARDS,189,3,9,8
STOCKYARDS,189,3,10,7
STOCKYARDS,189,3,11,6
STOCKYARDS,189,3,12,5
STOCKYARDS,189,3,13,6
STOCKYARDS,189,3,14,6
STOCKYARDS,189,3,15,7
STOCKYARDS,189,3,16,6
STOCKYARDS,189,3,17,6
STOCKYARDS,189,3,18,7
STOCKYARDS,189,3,19,6
STOCKYARDS,189,3,20,7
STOCKYARDS,189,3,21,8
STOCKYARDS,189,3,22,7
STOCKYARDS,189,3,23,5
STOCKYARDS,189,3,24,6
STOCKYARDS,189,3,25,3
STOCKYARDS,189,4,5,3
STOCKYARDS,189,4,6,6
STOCKYARDS,189,4,7,7
STOCKYARDS,189,4,8,7
STOCKYARDS,189,4,9,8
STOCKYARDS,189,4,10,7
STOCKYARDS,189,4,11,6
STOCKYARDS,189,4,12,5
STOCKYARDS,189,4,13,6
STOCKYARDS,189,4,14,6
STOCKYARDS,189,4,15,7
STOCKYARDS,189,4,16,6
STOCKYARDS,189,4,17,6
STOCKYARDS,189,4,18,7
STOCKYARDS,189,4,19,6
STOCKYARDS,189,4,20,7
STOCKYARDS,189,4,21,8
STOCKYARDS,189,4,22,7
STOCKYARDS,189,4,23,5
STOCKYARDS,189,4,24,6
STOCKYARDS,189,4,25,3
BAY,19,1,5,3
BAY,19,1,6,5
BAY,19,1,7,6
BAY,19,1,8,9
BAY,19,1,9,8
BAY,19,1,10,8
BAY,19,1,11,7
BAY,19,1,12,7
BAY,19,1,13,8
BAY,19,1,14,8
BAY,19,1,15,8
BAY,19,1,16,9
BAY,19,1,17,8
BAY,19,1,18,8
BAY,19,1,19,8
BAY,19,1,20,6
BAY,19,1,21,5
BAY,19,1,22,5
BAY,19,1,23,5
BAY,19,1,24,5
BAY,19,1,25,3
BAY,19,2,5,4
BAY,19,2,6,6
BAY,19,2,7,6
BAY,19,2,8,6
BAY,19,2,9,5
BAY,19,2,10,5
